week_index,month_index,weekly_mean_error,weekly_p95_error,baseline_mean,baseline_p95,decision
127,31,0.004357116,0.0043571158312261105,0.004650295712053776,0.005059698550030589,🟢
128,32,0.0045113806,0.004511380568146706,0.004269350785762072,0.004397753067314625,🟡
129,32,0.004708329,0.00470832921564579,0.004269350785762072,0.004397753067314625,🟡
130,32,0.0037290617,0.0037290616892278194,0.004269350785762072,0.004397753067314625,🟢
131,32,0.00362867,0.0036286700051277876,0.004269350785762072,0.004397753067314625,🟢
132,33,0.004178892,0.0041788918897509575,0.004144360311329365,0.004678786918520928,🟢
133,33,0.0046608383,0.004660838283598423,0.004144360311329365,0.004678786918520928,🟡
134,33,0.0041759163,0.004175916314125061,0.004144360311329365,0.004678786918520928,🟢
135,33,0.0037752711,0.0037752711214125156,0.004144360311329365,0.004678786918520928,🟢
136,34,0.0038292697,0.0038292696699500084,0.0041977292858064175,0.004588546324521303,🟢
137,34,0.0045617498,0.004561749752610922,0.0041977292858064175,0.004588546324521303,🟡
138,34,0.004874677,0.0048746769316494465,0.0041977292858064175,0.004588546324521303,🟡
139,34,0.004674931,0.004674931056797504,0.0041977292858064175,0.004588546324521303,🟡
140,35,0.0040815226,0.0040815225802361965,0.004485156387090683,0.004844715050421655,🟢
141,35,0.004213372,0.004213371779769659,0.004485156387090683,0.004844715050421655,🟢
142,35,0.0039689797,0.003968979697674513,0.004485156387090683,0.004844715050421655,🟢
143,35,0.0043277834,0.004327783361077309,0.004485156387090683,0.004844715050421655,🟢
144,36,0.0042561744,0.004256174433976412,0.0041479142382740974,0.004310621623881161,🟢
145,36,0.004280071,0.004280070774257183,0.0041479142382740974,0.004310621623881161,🟢
146,36,0.0045468765,0.004546876531094313,0.0041479142382740974,0.004310621623881161,🟡
147,36,0.004303981,0.0043039810843765736,0.0041479142382740974,0.004310621623881161,🟡
148,37,0.0050283573,0.0050283572636544704,0.004346775822341442,0.004510442214086652,🟡
149,37,0.005460833,0.005460833199322224,0.004346775822341442,0.004510442214086652,🔴
